# x, y, z, vx, vy, vz, species
4.33542 7.93987 0.630277 -0.00393962 0.0685121 -0.0561924 0
4.04015 0.0797668 11.1316 -0.000237101 -0.000166964 3.9133e-05 1
15.2593 1.75106 14.4443 -0.0476051 0.00926409 0.0216764 0
10.5941 8.70448 13.8323 3.38233e-05 0.000403715 4.74936e-05 1
13.5043 3.61516 2.21693 -0.109776 -0.0882231 -0.0774363 0
3.02831 14.106 15.3835 7.53576e-05 -2.38222e-05 0.000241439 1
0.236175 13.3811 3.43833 0.0293244 0.0585836 -0.0617413 0
1.34375 5.22087 8.95675 -0.000180211 -0.000209124 -8.56055e-05 1
0.248532 13.117 2.32363 0.0518213 -0.00736088 0.113807 0
12.0564 12.6195 2.78123 -0.00028048 -0.000137578 0.000129964 1
11.0805 7.74961 0.88368 -0.100678 -0.0530165 -0.0770408 0
1.04603 13.1459 5.94798 -0.00039942 0.000173322 -0.000147815 1
15.9383 2.74567 7.67191 -0.0305854 0.0585737 0.0457192 0
13.4377 12.3655 3.68174 -0.000176343 -2.1681e-05 6.36712e-05 1
13.5939 15.416 12.368 -0.0444149 0.0310009 0.0850887 0
11.9361 3.20975 13.8912 0.000263526 0.000394448 0.000133818 1
7.54481 8.90945 2.77305 0.0204925 0.0759199 0.0647875 0
12.7479 4.71019 14.5932 -9.5312e-05 0.000348204 0.00038368 1
3.88557 8.98607 3.48191 -0.0108883 0.00377956 -0.00963524 0
6.93401 15.7487 2.398 0.000194451 -6.89125e-05 0.000508107 1
6.12781 15.8486 11.6002 -0.036227 0.0461748 -0.00848359 0
2.33697 1.64379 9.13444 0.00022167 -9.52251e-05 -3.42686e-06 1
3.35347 5.53463 12.2477 0.00647465 -0.00186829 -0.0131991 0
15.6362 3.21404 11.092 -0.000329353 2.55209e-05 9.01985e-05 1
1.97511 14.5435 9.5501 -0.0192719 0.0341863 0.0299344 0
15.1585 10.0105 12.534 8.52899e-05 0.000564445 -9.00302e-05 1
11.0633 9.09714 9.44153 0.0505314 0.0902002 -0.0073097 0
9.49637 10.4071 7.66494 0.000379264 0.000237897 -0.000329311 1
7.50258 11.9163 14.1104 0.00784613 0.00936448 0.0201115 0
8.67663 7.89137 1.30133 -0.000302252 -0.000107832 -0.000311021 1
6.82746 3.41953 13.6397 0.0504787 0.00694295 0.0415334 0
12.2864 8.07844 8.69888 0.000218528 9.73329e-05 0.000614847 1
0.547658 6.39092 9.63489 -0.00853264 0.0128907 -0.0166029 0
6.13957 7.45153 13.3779 -0.000184956 -9.79781e-05 0.000254865 1
6.3242 9.64578 10.1089 -0.00520768 0.00863634 -0.00999948 0
6.993 1.5625 6.48397 -0.000163535 0.000422782 0.000363478 1
10.6639 1.54596 10.5461 0.029018 0.0173462 0.000919239 0
6.35055 3.79477 3.75444 0.000395546 0.000234558 -3.4135e-05 1
5.1929 7.19141 10.7443 -0.0109471 -0.00652702 0.0049008 0
4.04175 5.75084 6.06589 0.000119505 0.000283787 -0.00038874 1
8.73974 12.6959 11.4179 0.0742599 0.0455609 -0.0150834 0
0.550632 15.7885 1.96453 0.00034221 0.000124348 -0.000325754 1
2.84537 1.5437 1.69134 -0.00593 0.00248325 0.00914181 0
10.9744 0.279085 5.1703 -0.000122159 0.000111185 2.91413e-05 1
4.06614 8.36848 5.47384 0.000345677 0.00163891 -0.0057994 0
2.59823 3.01222 11.6922 5.84724e-06 -0.000133563 -0.000109436 1
15.4128 4.24109 10.5625 0.0205458 0.0285165 0.00237098 0
12.2967 1.81151 12.7286 3.49612e-05 0.000171478 4.95401e-05 1
15.2499 13.2452 10.666 0.0354575 0.0204827 0.00262233 0
5.09047 13.8634 15.8925 4.53282e-05 1.91432e-05 -0.000134583 1
4.47909 1.64971 10.0536 -0.0327256 -0.0301871 -0.115474 0
13.9015 6.01344 4.74678 -8.70456e-05 0.000266951 -0.000315011 1
9.7408 9.76898 8.76757 -0.044367 -0.0225487 -0.101358 0
7.11318 0.23225 9.39407 0.000249854 -0.000249388 0.00011325 1
12.8471 7.9483 8.60647 0.163086 0.00907515 0.000457993 0
8.78503 11.9503 11.451 -0.000541126 4.6994e-05 0.000326968 1
7.07312 14.2481 1.13755 0.0684557 -0.000615878 0.0348459 0
7.66407 3.11841 2.66242 -0.000288848 0.000551902 0.000118931 1
10.8027 14.789 8.63222 0.0108131 -0.0116619 0.00765472 0
15.6259 13.172 8.35841 -0.00017506 0.000116021 -0.000125645 1
4.84463 12.9031 2.77663 0.0102278 0.0389288 -0.0301757 0
1.79798 0.0422609 10.2136 0.000109957 8.16511e-05 0.000573479 1
12.7822 10.2788 2.90253 0.0230703 -0.0296211 0.00696631 0
4.09106 4.83507 11.7122 6.83822e-05 0.000207599 7.61668e-05 1
12.9584 12.2058 2.29499 -0.00263558 -0.000102349 -0.0262708 0
7.56738 8.56389 2.85251 9.93831e-05 -0.000211591 -0.000287063 1
3.25942 10.2494 4.09714 -0.0144714 0.00942787 -0.0107345 0
9.55175 10.8125 7.08726 -0.000104685 -8.85577e-05 0.000359602 1
0.285667 5.4561 13.0552 -0.0179099 -0.0160648 -0.0183222 0
4.23879 10.3218 9.52808 5.79858e-05 -0.00027522 -0.000390713 1
5.58311 9.9094 7.20162 0.00969318 0.00389155 0.0495266 0
4.33888 9.48136 10.8816 5.44571e-05 -0.000360023 -4.95758e-05 1
3.07041 0.838815 6.20333 -0.0293493 -0.00576387 -0.0132912 0
15.3847 10.1566 12.0767 -0.000180793 -0.000266887 -7.03785e-05 1
6.71955 13.0846 0.061913 -0.00974153 0.0183505 0.00638064 0
10.7432 1.48774 4.11378 -0.000161438 0.000102956 0.000107527 1
9.73188 8.14237 2.56149 0.0112901 0.00466748 0.0262311 0
3.82132 8.1553 13.2051 -0.000359122 -3.90062e-05 8.91124e-05 1
14.0101 2.6102 12.3048 -0.0216796 -0.00154618 -0.0270157 0
6.35471 8.64035 10.0481 -4.75798e-05 0.000454252 9.2621e-05 1
11.446 2.20038 3.43055 0.0101041 0.00385924 -0.0346843 0
9.20433 7.67038 5.01725 0.000187125 6.83206e-05 -0.000234389 1
14.3974 13.3592 5.12615 0.0285006 0.0251552 0.0295606 0
3.72303 1.27709 12.4282 0.000218004 -0.000272939 0.000104328 1
14.9516 13.9919 4.14129 -0.0104748 -0.0248741 -0.0515146 0
9.02797 3.06831 3.39195 -0.000309645 -2.494e-05 0.000395015 1
9.56053 4.39506 6.48769 -0.116854 -0.0771577 -0.103944 0
9.88991 10.1291 3.66048 9.30602e-05 -0.000236873 -0.000200871 1
2.66123 10.4572 13.2949 -0.0307567 -0.0320256 -0.0477225 0
5.67177 8.4053 7.70524 0.000388863 -0.000283288 -8.53568e-05 1
15.3061 3.97262 2.03628 -0.0123969 -0.00851437 -0.0277716 0
3.03899 9.90575 5.17698 0.000359927 0.000253114 9.99674e-05 1
2.86507 0.607972 0.338115 -0.00414427 -0.0458671 -0.0629929 0
4.25632 2.3891 2.03429 -1.63633e-06 0.000134111 -8.73752e-05 1
10.5353 12.9853 9.75825 0.00636576 0.00479525 -0.00251048 0
15.0861 12.9417 1.22335 0.000105565 -4.26112e-05 6.13272e-05 1
4.30554 12.5908 13.2557 0.0555827 -0.0228939 0.0194951 0
14.2268 7.20972 14.118 -0.000341226 -1.26813e-05 -0.00011915 1
0.518796 11.6325 10.3182 -0.0515241 -0.0654706 -0.0594731 0
6.20157 7.39395 15.864 -1.03734e-05 0.000275106 -0.000138867 1
6.51018 8.77447 13.1302 0.0354725 0.0406127 -0.0129282 0
14.3827 12.5197 3.64509 5.31591e-05 -1.772e-07 -4.82848e-05 1
15.3074 7.68428 14.3354 -0.0200479 0.00828663 -0.00845258 0
7.77391 14.7256 8.32978 -0.000234347 9.15185e-05 -0.00025575 1
0.631537 1.73215 9.66201 -0.0107444 0.00097937 0.0117809 0
2.61385 4.38543 14.853 -0.000520049 0.000479224 -1.11701e-05 1
0.153825 15.7823 10.6114 -0.0129868 -0.0350089 -0.00617298 0
10.1778 3.54073 15.6552 7.15861e-05 0.000374261 7.89583e-05 1
2.70666 0.638587 5.03528 -0.0685672 -0.0676743 -0.019236 0
1.73115 10.966 1.46998 0.00040423 0.000130105 7.5313e-06 1
2.54032 5.44425 6.54948 0.0360184 0.0103415 0.0145937 0
2.42313 1.50249 9.23435 -0.000198107 0.000231676 -4.18356e-05 1
2.54412 9.03892 12.9938 0.0016155 0.0310848 0.00280953 0
14.075 10.5223 4.97662 -0.000205487 0.000134144 0.000175611 1
9.62894 10.6415 5.71483 -0.0519514 -0.0945251 -0.0717799 0
13.3233 0.179268 11.9945 2.54013e-05 0.000322633 0.00017166 1
12.3394 13.4669 7.48247 0.0350537 -0.00204698 -0.000801024 0
12.4901 3.47427 2.20427 0.000384564 -9.8601e-05 -8.00973e-05 1
6.16028 6.56098 14.1553 -0.0209294 -0.0117117 0.01764 0
11.2466 0.848542 7.78932 -3.34304e-05 0.000376245 0.000372331 1
0.42991 5.13644 10.1577 0.0281911 -0.0100314 -0.00400716 0
8.32604 5.97722 1.95604 0.000127923 0.000176731 -0.000184746 1
5.96399 1.0767 12.8115 -0.00463046 0.00983672 0.0044669 0
10.1988 7.94069 2.85408 -0.000198403 0.000206448 0.00020494 1
15.1948 3.26239 9.05913 0.00146685 0.039309 0.000153192 0
14.8779 12.5225 0.897136 0.000429577 0.000119699 -0.000110579 1
5.90216 7.29898 7.50309 -0.0147796 -0.0256867 -0.0681385 0
0.799593 14.4603 14.5496 0.000208853 -0.00023526 -6.3043e-05 1
14.7698 7.59563 0.217737 0.00793383 0.00584049 0.00095706 0
6.86197 13.516 4.2906 -2.85803e-05 -9.07698e-05 1.06038e-05 1
0.52922 9.88298 8.52968 -0.0368208 -0.0179441 -0.154121 0
3.78811 11.7182 8.77585 -6.08101e-05 -0.000117662 0.000264079 1
12.6653 9.86381 7.88275 -0.00394269 -0.031959 0.00124044 0
15.1496 15.4773 2.9263 -0.000311439 -3.11231e-05 -0.000200302 1
10.833 8.84444 15.6644 -0.0167713 0.0347022 -0.02097 0
8.78454 9.809 3.61797 0.000286084 0.000245983 -1.36649e-05 1
2.11009 10.618 3.24565 -0.0145635 0.000616885 -0.0215737 0
1.7932 5.69893 15.649 0.000220863 0.000316396 1.01058e-05 1
5.67262 13.9127 8.7444 0.0352566 -0.0537095 -0.00778393 0
4.08562 15.1498 8.96376 -0.000235048 0.000347263 8.51873e-05 1
8.73395 1.47572 5.38292 -0.020527 -0.00537537 -0.0333617 0
7.22596 6.35746 1.49134 -0.000121844 -7.30491e-05 -0.000328373 1
3.14948 1.45741 5.70617 -0.0160317 -0.0189748 -0.0267132 0
3.13596 14.347 8.32786 0.00025764 -0.000447544 0.00048424 1
2.69294 10.0956 5.68427 0.00413317 0.0530575 -0.0251556 0
11.7222 13.1286 5.00844 3.48971e-05 0.000255177 -0.000263208 1
15.8998 7.72912 2.01126 0.004513 0.0129651 0.0076625 0
10.9877 1.48981 0.46866 -0.000203906 0.000135167 -0.00011507 1
6.03506 15.6037 5.35156 0.00678194 0.00269027 -0.00487153 0
15.8097 14.4188 10.4241 7.05047e-05 -0.000166637 -0.000257447 1
13.1118 14.1133 8.41389 -0.000270078 0.0057524 0.00265053 0
6.72238 14.4829 11.8359 3.35536e-05 -0.000291096 0.000134274 1
7.12963 9.50836 11.6162 0.036754 0.0543837 0.0132213 0
5.03762 0.0586082 10.9077 -0.000101307 -0.000262961 8.49056e-05 1
15.8113 1.13714 1.17156 -0.00205492 -0.0187821 -0.00699138 0
1.09469 12.211 6.53371 -0.00014235 5.12557e-05 7.99765e-05 1
3.75486 13.1097 0.799971 0.00241822 0.0491695 -0.0281685 0
6.07121 3.62534 6.10525 -7.20448e-05 -0.000225879 -5.22576e-05 1
12.9201 7.46283 0.299165 0.0242769 -0.0454598 0.00286721 0
13.4326 15.7111 9.9462 0.000113761 0.000255143 0.000458515 1
8.49978 10.2908 7.28668 -0.00206637 0.0376294 0.0244228 0
0.73775 9.07271 4.54302 -1.30876e-05 -0.000189806 0.0001826 1
9.4497 0.697114 14.2145 0.0253459 0.00589166 0.0806362 0
13.4118 4.56294 6.86883 0.000135933 -0.000207196 0.000176203 1
9.13815 10.5452 4.18458 0.0155285 0.0125255 0.0345534 0
0.5227 13.8974 1.03375 2.04002e-05 5.44841e-05 -0.000131394 1
14.5821 7.41011 2.1996 0.00203792 -0.00488019 -0.0025074 0
10.237 10.8212 2.1088 0.000335049 -0.000159272 0.000173369 1
15.5177 4.20645 4.30025 -0.00799331 -0.0130638 0.00374988 0
14.2622 0.0472744 0.638144 -0.000153252 6.51697e-05 0.000190247 1
3.91087 7.64994 6.98898 0.0240583 0.0208322 -0.0166629 0
7.58283 9.4546 8.59289 -0.000553781 8.02249e-05 0.00010519 1
4.53996 7.35805 7.13592 0.00866285 -0.0321992 0.00487377 0
13.0899 8.50583 14.0769 -0.000148565 2.25911e-05 -7.79696e-05 1
10.8427 0.824968 7.33476 0.0104459 -0.00690444 0.00883941 0
4.13147 10.7948 4.74921 6.03297e-05 0.000115593 0.000145799 1
0.016289 11.4765 13.2796 0.00638684 -0.00352272 -0.0067933 0
1.47799 9.54309 8.79312 0.000152441 0.00020308 3.62161e-05 1
5.13338 11.8923 6.5834 0.0125894 -0.0640107 -0.013359 0
8.03497 2.22114 1.85112 4.77289e-05 -9.14013e-05 -6.01514e-05 1
10.2221 11.9822 8.76554 -0.0130764 0.0213679 0.0568821 0
1.3444 6.39141 14.5609 -0.00061008 0.000164039 -0.000116907 1
7.46381 13.0399 1.03816 -0.00973423 -0.0220555 -0.0227869 0
8.6789 13.7849 9.44326 -0.000172537 -0.00030475 -0.000136228 1
7.28826 9.48937 12.2347 0.0312277 0.0532717 0.0407436 0
2.65338 10.3269 0.716976 0.0003247 -0.000499123 4.46593e-05 1
6.07158 0.078068 6.17827 0.0104024 -0.0112036 0.00492286 0
9.28651 8.9554 1.68167 0.000322985 7.33376e-05 -0.00022497 1
1.4673 3.21737 14.8009 0.00368634 0.000979434 0.0156336 0
7.80351 2.07731 13.3643 -0.000241473 -0.000369892 -0.00036378 1
7.66864 7.09289 0.0133212 0.0298586 0.0270383 0.0454602 0
0.492501 15.5329 12.3766 -0.000250699 0.000120739 -2.5235e-06 1
8.71676 2.64683 3.97895 0.044987 0.00214127 0.00267681 0
2.83599 8.11795 10.8396 0.000123186 -0.00011792 0.000130208 1
8.79818 2.69258 9.33341 0.00862918 0.0245634 -0.00659235 0
4.80953 5.21249 12.6844 0.000176017 -6.89774e-05 0.000408579 1
2.31493 13.6564 11.1329 -0.0165608 -0.00555184 -0.0148158 0
0.606232 11.9327 8.78942 -0.00017077 -0.000134703 -5.50458e-06 1
7.44839 0.587639 15.4973 0.00338735 0.0129264 0.00429644 0
7.87139 4.84137 7.86898 4.21696e-05 0.000217639 0.000642732 1
6.78835 9.89486 14.7413 -0.0545217 0.0369322 -0.0413394 0
7.09502 9.63712 9.46224 -3.07691e-05 0.00031862 -2.74005e-05 1
0.0236588 0.609176 15.7328 0.0266527 -0.0583298 -0.0474179 0
4.09491 0.49054 15.5462 -0.000181476 -0.000222077 0.000152588 1
12.3062 14.8523 0.618026 0.00492984 -0.010028 0.008624 0
13.1201 5.33499 11.7323 0.000345961 6.65238e-05 0.000384789 1
15.7522 3.32175 15.9369 -0.0257517 0.0371738 0.00121809 0
0.0892048 14.9938 13.1513 -0.000145364 3.15823e-05 6.19045e-05 1
11.3361 1.68765 6.34595 0.00698481 0.00785877 0.0127388 0
