# x, y, z, vx, vy, vz, species
9.2387 5.68582 6.26337 -0.000538845 1.21184e-05 -0.000168859 1
3.64769 8.69836 6.91736 -0.00825236 0.00230229 0.0108498 0
14.0576 7.92725 11.8638 -0.000223529 0.000234443 0.00018273 1
12.4845 2.29032 3.27725 0.00780264 0.000136553 0.00225576 0
8.58351 6.06232 7.31203 -9.24328e-05 0.000594572 1.1276e-05 1
8.67518 7.80526 6.5741 0.0157662 0.0111368 0.0146283 0
13.2291 15.3445 5.4802 0.00016925 -0.000336513 -9.6643e-05 1
4.58631 9.85598 14.5936 -0.0138818 0.00710188 0.00163802 0
14.6996 12.6417 0.368922 -0.000203353 0.000157875 0.000279452 1
5.98236 1.08233 1.23568 -0.00295065 -0.0132271 0.000778907 0
5.31454 4.98377 3.63759 9.88655e-05 0.000331536 -0.000368243 1
11.9152 3.28123 12.6024 0.00563241 0.00140511 -0.00037418 0
14.7679 7.45156 7.69347 0.000244322 0.000181164 3.80628e-05 1
0.525346 14.5899 3.98012 -0.00455753 0.000211128 -0.00235919 0
3.52122 3.40309 8.24276 -0.000168033 0.000100469 -8.20407e-06 1
8.9003 13.7627 8.53615 -0.00671352 0.00100682 -0.00789896 0
6.82822 12.7962 5.59125 -0.000199965 -0.000137681 0.000528181 1
6.03067 13.4014 9.43059 -0.000843759 0.0052959 0.0109128 0
7.69855 7.95186 12.2456 0.000572081 -0.000159317 -6.49633e-05 1
1.21968 12.0528 4.32554 0.00102137 -0.000805493 -0.0119924 0
4.06279 3.13828 8.08733 0.000284583 0.000236024 -0.000397617 1
9.12174 14.2149 8.9153 0.00362884 0.00844592 0.00819584 0
12.9096 15.4019 15.1104 5.3917e-06 -0.000248213 -6.12286e-05 1
5.18242 1.38646 10.148 -0.00701704 -0.00981333 0.00498937 0
14.5706 9.99669 5.37364 0.000318609 0.000254698 -0.00010706 1
0.563918 13.2886 5.53251 0.00213622 0.00369335 0.00832913 0
15.5926 12.4762 1.82794 -8.71311e-05 7.34132e-06 6.61671e-05 1
7.53761 2.94532 7.78582 -0.00201737 0.0148993 0.0132706 0
3.488 10.3214 6.74778 -0.000187225 0.000273077 0.000257743 1
13.1721 8.46421 13.0137 0.0126218 0.000384882 0.00486558 0
11.5232 1.70484 2.23988 -1.65747e-05 -0.000210666 -0.000207296 1
11.7087 4.03764 10.1378 -0.00804962 -0.00272015 -0.00665276 0
12.3344 6.75247 5.66201 -7.51178e-05 -5.40463e-05 3.77871e-05 1
1.09519 13.396 6.99499 -0.00137409 0.00039526 -0.00271686 0
6.34664 15.2653 2.1592 0.000127103 -2.78864e-05 -0.000407337 1
8.62299 2.60305 13.4604 -0.00242561 0.00805746 4.70192e-05 0
5.62365 6.60577 11.2784 -0.000494885 0.00053791 -0.000220388 1
1.21018 1.23719 0.0503624 -0.00438613 -0.00296705 0.00787785 0
8.34112 1.38788 15.3311 0.000156214 0.000298166 0.000162672 1
12.1594 11.6016 10.1887 0.00325827 -0.00162216 -0.003335 0
0.706713 9.41343 15.9891 3.16469e-05 0.000605781 -0.000287401 1
5.00103 1.92086 11.6936 -0.00327924 -0.00872214 0.00609587 0
11.9217 0.878281 7.28332 0.00031713 7.9614e-05 0.00051366 1
10.3962 5.85242 8.99863 -0.0123462 0.00679363 0.0193983 0
6.47059 9.15907 12.8646 -0.000589947 0.000114276 0.000491456 1
11.8239 8.31947 6.83058 0.00822886 -0.00171286 0.00240481 0
0.00392091 2.96726 6.14463 6.08403e-05 -0.000154219 0.000604208 1
4.31773 6.37649 1.45769 -0.00551981 0.00181795 -0.00489087 0
13.6443 11.4487 9.42595 -0.000435667 -5.48169e-05 0.000110457 1
0.73502 1.74037 6.26606 0.0066547 -0.00369768 -0.000584704 0
14.1473 9.61247 14.4595 6.31565e-05 -0.00015374 -3.4597e-05 1
13.4086 3.68419 13.3103 0.00587212 0.000711632 0.00653045 0
3.46142 8.29225 9.55559 0.00011483 4.18954e-05 -0.000397649 1
8.2532 7.87091 15.9563 0.00208807 0.00682418 0.0106261 0
0.558486 14.3183 13.761 0.000321792 -0.000206233 -0.000520259 1
4.37642 7.63018 0.725663 0.0132523 -0.00109683 0.00709754 0
4.04196 0.0810189 11.1314 -0.000214472 -0.000149303 5.42689e-06 1
15.4084 1.75672 14.3294 0.00287288 0.00457991 0.00965812 0
10.5939 8.70127 13.832 3.57456e-05 0.000401727 3.31649e-05 1
13.8753 3.91239 2.50958 -0.00516964 -0.009124 0.0015476 0
3.02769 14.1061 15.3815 7.4616e-05 -2.42038e-05 0.000246852 1
0.0804105 13.1364 3.63046 -0.00513305 0.00335847 -0.0330585 0
1.3452 5.22253 8.95738 -0.000187473 -0.000205107 -6.51021e-05 1
0.140202 13.1079 2.05126 -0.00358302 0.00192791 -0.00174832 0
12.0586 12.6206 2.78028 -0.000280166 -0.000144299 0.00011594 1
11.3302 7.60481 0.9522 0.00182907 0.00493196 0.0110401 0
1.04923 13.1445 5.94907 -0.000393338 0.00016679 -0.000134543 1
0.0293289 2.54295 7.50597 0.000131224 -0.00262762 -0.000961229 0
13.4389 12.3653 3.68106 -0.000125616 5.35812e-05 0.000100997 1
13.7105 15.4073 12.1494 -0.000926715 -0.00534365 -0.000388586 0
11.9339 3.20655 13.8902 0.0002712 0.000399909 0.000115777 1
7.52469 8.6892 2.55164 -0.00689497 -0.00105546 0.00314785 0
12.7486 4.70739 14.5901 -8.74987e-05 0.000349555 0.000384707 1
3.93757 8.94163 3.58206 -0.0140598 0.00317304 -0.0101528 0
6.93236 15.7494 2.39421 0.000207878 -8.70975e-05 0.000459204 1
6.34343 15.6109 11.5729 0.00790217 0.00226298 0.0129098 0
2.33519 1.6445 9.13447 0.000220424 -8.82406e-05 -3.19234e-06 1
3.36596 5.55363 12.3952 -0.000406538 0.00686229 -0.00605074 0
15.6388 3.21381 11.0913 -0.000323462 2.90668e-05 8.72683e-05 1
2.00915 14.3571 9.50824 0.000454387 -0.00063623 -0.00926849 0
15.1578 10.006 12.5346 8.36562e-05 0.000567452 -7.69672e-05 1
10.6018 8.84366 9.54474 0.0115262 -0.00362994 -0.0111597 0
9.49324 10.4052 7.66773 0.000390874 0.00024364 -0.000368505 1
7.52102 11.8989 13.9768 -0.000381954 -0.00490224 0.0177052 0
8.67905 7.89221 1.30379 -0.000305239 -0.000111763 -0.000317954 1
6.68486 3.27287 13.4591 -0.00809526 0.00302569 0.00286841 0
12.2842 8.0777 8.69402 0.000323103 8.50693e-05 0.00060272 1
0.479367 6.33774 9.67479 0.00578492 -0.00433326 -0.011855 0
6.14114 7.45268 13.3763 -0.000207078 -0.000161205 0.00017217 1
6.45544 9.63471 10.1199 -0.00556954 0.00496961 0.000553833 0
6.99432 1.55914 6.48105 -0.000162115 0.000421429 0.000359871 1
10.5758 1.50934 10.4607 -0.00906651 -0.00554339 0.0123502 0
6.34736 3.79291 3.75471 0.00040068 0.000231722 -3.48812e-05 1
5.27399 7.19081 10.7116 -0.00758317 0.0127195 0.000576708 0
4.04072 5.74858 6.06897 0.000137824 0.000284188 -0.000383428 1
8.53352 12.5247 11.3221 -0.00142645 0.00294388 0.0112584 0
0.547741 15.7874 1.96695 0.000365053 0.000153414 -0.00029693 1
2.8946 1.44725 1.59872 0.00713414 0.0123219 -0.0298617 0
10.9753 0.278264 5.17012 -0.000112478 9.47943e-05 1.65937e-05 1
4.06825 8.32831 5.47958 0.000221419 -0.010259 -0.00619601 0
2.59814 3.01331 11.6931 1.16131e-05 -0.000136982 -0.000107105 1
15.4161 4.08483 10.5906 -0.00132677 0.00136954 0.00451868 0
12.2964 1.81011 12.7282 4.34229e-05 0.000173572 4.19656e-05 1
15.0684 13.2116 10.656 0.00642631 -8.13409e-05 -0.0043878 0
5.08994 13.8631 15.8932 7.24358e-05 4.66241e-05 -7.78285e-05 1
4.61345 1.74982 10.4183 -0.00476812 -0.00598787 0.00280426 0
13.9022 6.0113 4.74928 -9.1951e-05 0.000270622 -0.000314102 1
10.054 9.77009 9.0413 -0.0114574 0.00606747 0.00346682 0
7.11121 0.234184 9.3932 0.000246759 -0.000242754 0.000104825 1
12.1534 7.98004 8.67099 0.00157943 -0.00958889 -0.000357233 0
8.7895 11.9501 11.4485 -0.000563986 1.94453e-05 0.000311852 1
6.90168 14.3439 1.1302 0.00501008 -0.00503715 -0.00626279 0
7.66636 3.11403 2.66152 -0.000283409 0.000546209 0.000107996 1
10.7251 14.8607 8.53883 0.00176554 -0.0040505 0.00836399 0
15.6273 13.171 8.35944 -0.000165832 0.000119597 -0.000127442 1
4.73771 12.695 2.9183 0.00698063 0.0042814 -0.0239857 0
1.79709 0.0415364 10.209 0.000110744 9.52426e-05 0.00059276 1
12.699 10.3542 2.82499 0.00109765 -0.00147984 0.0140153 0
4.09047 4.83338 11.7115 7.5928e-05 0.000208417 0.000107822 1
12.9517 12.2508 2.39015 0.00313398 -0.00335785 -0.00162659 0
7.5665 8.56538 2.85464 0.000115066 -0.000173128 -0.000249466 1
3.30376 10.1962 4.10476 0.00538303 -0.00693789 0.00391347 0
9.55255 10.8133 7.08426 -0.000101204 -9.85681e-05 0.000390507 1
0.270339 5.43455 13.0993 0.00919678 -0.00991852 -0.00194114 0
4.2384 10.324 9.53122 3.80825e-05 -0.000295464 -0.000394363 1
5.50928 9.88159 7.07148 0.00332537 0.00174625 -0.00213206 0
4.33845 9.48427 10.882 4.46192e-05 -0.000360515 -5.90672e-05 1
3.0299 0.805173 6.0648 -0.00948782 -0.014421 0.00954024 0
15.3863 10.1588 12.0773 -0.000194684 -0.000273877 -7.4089e-05 1
6.75592 13.1305 0.0337202 -0.00227126 -0.00218199 0.00946112 0
10.7446 1.48702 4.11296 -0.000177228 7.59034e-05 0.000100133 1
9.71545 8.10069 2.53624 -0.00861212 -0.000919458 0.00474102 0
3.82417 8.15554 13.2047 -0.000359125 -2.93978e-05 4.27778e-05 1
14.0071 2.61545 12.5478 0.0112299 0.010854 -0.0043259 0
6.35487 8.63666 10.0474 -1.63098e-06 0.000465748 8.52618e-05 1
11.5599 2.25322 3.39616 0.0061364 -0.00100392 0.00600933 0
9.20295 7.66981 5.01917 0.000167926 7.05838e-05 -0.000238766 1
14.383 13.2656 5.04041 0.0101317 0.00827342 -0.00530055 0
3.72127 1.27899 12.4277 0.000220709 -0.000226401 5.72462e-05 1
14.9813 14.0222 4.42972 0.00123861 0.00438758 -0.0054007 0
9.03045 3.06847 3.38885 -0.000305832 -2.25835e-05 0.00038103 1
9.92782 4.75218 6.85549 0.0109198 1.57856e-05 -0.0252475 0
9.88908 10.1307 3.66197 0.000122345 -0.000164641 -0.000171525 1
2.7917 10.5051 13.5511 0.00518689 0.00384819 -0.00472285 0
5.66858 8.40753 7.70597 0.000402077 -0.000268133 -9.35941e-05 1
15.4102 4.00191 2.14647 -0.0131759 0.00811554 -0.0031278 0
3.03593 9.90368 5.1762 0.000399989 0.000254577 9.85541e-05 1
3.16728 1.01058 0.716236 -0.00837393 -0.0118504 0.0149853 0
4.25631 2.38806 2.03501 -8.1903e-07 0.000130881 -9.41877e-05 1
10.4434 12.9626 9.81159 0.00386752 -0.00655843 -0.00726908 0
15.0854 12.9421 1.22282 6.86033e-05 -3.73692e-05 7.53591e-05 1
4.0511 12.4649 13.2012 0.00472577 -0.00831509 0.00483967 0
14.2295 7.20987 14.1191 -0.000355467 -2.81587e-05 -0.000144605 1
0.614027 11.9391 10.5373 0.00880846 -0.0011676 -0.00135784 0
6.20153 7.39171 15.8651 5.42314e-06 0.000278928 -0.00014476 1
6.57967 8.79224 13.277 -0.00765463 0.00173008 -0.000402921 0
14.3824 12.5197 3.64538 2.96728e-06 -2.82687e-05 -4.90707e-05 1
15.3499 7.65524 14.3325 -0.00345112 0.013019 0.000281269 0
7.77578 14.7249 8.33179 -0.000236002 8.27945e-05 -0.000252 1
0.684726 1.77063 9.59354 -0.00871191 0.00200396 0.00813854 0
2.61793 4.38161 14.8531 -0.000505388 0.000473465 -1.16947e-05 1
0.205423 15.8917 10.7212 0.00953278 0.00384882 -0.00494599 0
10.1773 3.53775 15.6545 7.52645e-05 0.000366487 8.7058e-05 1
2.90838 0.850551 5.12612 0.0130625 -0.00172643 0.00201321 0
1.72791 10.965 1.46993 0.000403062 0.000124789 -3.49333e-06 1
2.42343 5.48887 6.61394 0.00389914 0.000772745 -0.00556413 0
2.42471 1.50059 9.23468 -0.000199579 0.000239052 -4.20062e-05 1
2.57689 8.94585 12.9746 0.000231318 0.0142278 -0.00912422 0
14.0767 10.5212 4.97522 -0.000202414 0.000135894 0.000173679 1
9.88143 11.0191 6.01231 0.0187431 0.000768239 -8.12862e-05 0
13.323 0.17703 11.9931 5.14472e-05 0.000261953 0.00018336 1
12.1001 13.4539 7.49165 -0.000109489 -0.00733164 -0.0228708 0
12.4871 3.47515 2.20498 0.000363624 -9.63341e-05 -9.14574e-05 1
6.20327 6.46137 13.9834 0.000409755 0.00643104 -0.00102647 0
11.247 0.845594 7.78631 -5.08194e-05 0.000366619 0.000378092 1
0.358274 5.16054 10.1826 -6.26039e-05 0.00393815 0.00553469 0
8.325 5.97577 1.95761 0.000128814 0.000183308 -0.000213894 1
5.95733 1.00961 12.8074 0.0058752 0.00136851 -0.0143699 0
10.2004 7.93907 2.85243 -0.000210202 0.000204931 0.000187903 1
15.2241 3.25162 9.05384 0.00178159 -0.00264324 -0.00271818 0
14.8747 12.5216 0.897984 0.000393838 0.000125476 -9.74966e-05 1
6.02922 7.39733 7.71745 0.000815363 0.00247734 0.00858031 0
0.797897 14.4621 14.5501 0.000212245 -0.000234667 -6.25026e-05 1
14.7474 7.56711 0.216975 -0.00842601 0.00713263 -0.000453068 0
6.86216 13.5166 4.29031 -1.65966e-05 -4.07794e-05 4.53643e-05 1
0.734086 9.89133 8.99767 -0.00199177 -0.00996912 0.00663351 0
3.78847 11.719 8.77367 -3.88441e-05 -8.86231e-05 0.000270299 1
12.611 9.97481 7.89116 -0.000280738 -0.00691781 -0.0134432 0
15.152 15.4776 2.92786 -0.000298932 -4.32582e-05 -0.000191684 1
10.9068 8.71895 15.6895 -0.0228604 0.00396696 -0.000851869 0
8.78209 9.80694 3.61824 0.00033589 0.00026885 -5.55239e-05 1
2.24831 10.6557 3.44797 -0.00608816 0.0106701 -0.000784962 0
1.79142 5.69625 15.649 0.000219799 0.000332534 1.85104e-06 1
5.45566 13.9624 8.72569 0.0122472 -0.000147943 0.00460846 0
4.08744 15.1469 8.96309 -0.000223869 0.000368052 8.64738e-05 1
8.81138 1.50325 5.5249 -0.013726 0.00628312 0.016463 0
7.22691 6.35798 1.49389 -0.000121336 -6.3003e-05 -0.000322577 1
3.0035 1.50995 5.67416 0.00290178 0.012758 -0.0187035 0
3.13394 14.3505 8.32399 0.000246826 -0.000423356 0.000471837 1
2.64683 9.85999 5.79776 -0.0149566 0.0180926 -0.0103762 0
11.7221 13.1266 5.01019 -2.62057e-05 0.000263655 -0.000197195 1
15.842 7.75277 1.96219 0.0193618 -0.00402084 -0.0032319 0
10.9894 1.48875 0.469593 -0.000199313 0.000129945 -0.000116532 1
6.05557 15.5846 5.38354 -0.00495165 0.00564291 -0.00218109 0
15.8092 14.4203 10.4262 7.0632e-05 -0.000196688 -0.000264376 1
13.1064 14.0748 8.4033 0.00237049 0.00294938 0.00205881 0
6.72201 14.4852 11.835 5.08035e-05 -0.000281686 0.000106255 1
6.97391 9.23946 11.8163 0.00185258 -0.00149933 0.00551427 0
5.03849 0.060604 10.9069 -0.000113125 -0.000237772 0.000106557 1
15.8641 1.17239 1.21904 -0.00021167 0.00411943 -0.00688995 0
1.09581 12.2106 6.53306 -0.000136689 5.32215e-05 7.91224e-05 1
3.7363 12.9239 0.923239 0.0059395 0.00322226 -0.0118285 0
6.07187 3.62721 6.10568 -8.78519e-05 -0.000236439 -5.41208e-05 1
12.8395 7.65457 0.298727 0.00252987 -0.00775892 0.00231479 0
13.4316 15.7092 9.94247 0.000121974 0.000214418 0.000478498 1
8.52049 10.1607 7.19749 0.00116134 0.00251613 0.00115899 0
0.73792 9.07432 4.5416 -3.07631e-05 -0.000205235 0.00017427 1
9.5951 1.02331 14.0602 0.00576746 -0.00914515 0.002444 0
13.4107 4.56433 6.86732 0.000129398 -0.0001589 0.000200076 1
9.15434 10.542 4.06181 -0.00561458 0.00230399 0.00721659 0
0.522414 13.8969 1.03475 3.90038e-05 6.20035e-05 -0.000123448 1
14.5707 7.41899 2.19587 0.0063006 -0.000844916 0.000784827 0
10.2344 10.8225 2.10743 0.000334604 -0.000157768 0.000169305 1
15.5321 4.20823 4.32634 -0.000763875 0.00221842 -0.00126811 0
14.2634 0.0468343 0.63663 -0.000148926 4.92589e-05 0.000186126 1
3.81269 7.55136 7.17825 -0.00291098 0.0157539 -0.0147022 0
7.58744 9.45401 8.59226 -0.000588307 6.67919e-05 6.90261e-05 1
4.54654 7.38921 7.03302 0.00370252 -0.00959629 0.0086752 0
13.091 8.50562 14.0776 -0.00013913 1.36933e-05 -0.00010028 1
10.7936 0.740611 7.22061 -0.00776008 0.00779626 0.00150441 0
4.13093 10.7939 4.74796 7.89984e-05 0.000100644 0.000155601 1
0.0177298 11.4904 13.2869 -0.00521973 0.000911023 0.00515012 0
1.47682 9.54154 8.79324 0.000126838 0.000199254 -5.04259e-05 1
5.1489 12.0143 6.61401 -0.00452871 0.00106686 0.000324911 0
8.03457 2.22179 1.85166 5.57877e-05 -7.43762e-05 -7.03787e-05 1
10.2205 11.8647 8.50208 0.00383604 0.0019993 0.00572108 0
1.34913 6.39019 14.5619 -0.00057289 0.000144051 -0.000132742 1
7.45298 13.0841 1.07378 -0.00921579 0.00737147 -0.00500829 0
8.6802 13.7873 9.4443 -0.000174466 -0.000316242 -0.000138843 1
7.19186 9.26152 12.1863 -0.00775769 -0.00794316 0.0016629 0
2.65071 10.3309 0.716559 0.000328284 -0.000494672 5.02316e-05 1
6.07156 0.108582 6.17203 -0.00072941 -0.00271118 -0.00559714 0
9.28411 8.95506 1.68363 0.000285719 2.4313e-05 -0.000250461 1
1.5754 3.31163 14.805 0.000506001 -0.0116135 0.00113155 0
7.80523 2.08009 13.367 -0.000195488 -0.000340354 -0.000328649 1
7.58544 7.10288 15.9261 0.000868413 -0.000378324 0.00670933 0
0.4945 15.5321 12.3766 -0.000252315 9.36498e-05 -3.23127e-06 1
8.53006 2.68967 3.97084 0.00375048 0.00163832 0.0128182 0
2.83499 8.1189 10.8385 0.00012622 -0.000120278 0.000146136 1
8.72722 2.63272 9.3418 0.00449451 -0.00621781 0.00588618 0
4.80816 5.21304 12.6811 0.00016682 -6.56348e-05 0.000398441 1
2.39015 13.6772 11.3401 0.00561468 0.0211392 -0.0112061 0
0.607427 11.9336 8.78923 -0.000140318 -9.17724e-05 3.59154e-05 1
7.47168 0.546552 15.507 -0.00502227 -0.00560189 -0.00423326 0
7.871 4.83961 7.86394 5.09915e-05 0.000222186 0.000624337 1
7.04693 9.71331 14.7205 -0.00578357 0.00815632 0.0122088 0
7.09524 9.63452 9.46246 -2.87167e-05 0.000323536 -2.44877e-05 1
15.9531 0.918021 0.0421139 0.00632119 -0.0243138 -0.00306761 0
4.0964 0.492239 15.5449 -0.000181539 -0.000200193 0.000168527 1
12.2137 14.862 0.505621 -0.000554282 -0.007321 0.00452282 0
13.1174 5.33459 11.7295 0.000324754 3.76246e-05 0.000338217 1
15.848 3.21069 15.9067 0.00362299 0.00170096 -0.0129937 0
